timestamp,PrimaryPLC.System.BMSAB/CurrentMismatch,PrimaryPLC.System.BMSAB/VoltageMismatch,PrimaryPLC.System.CANBusDrive/cWinchA/CntrlTemp,PrimaryPLC.System.CANBusDrive/cWinchA/Current,PrimaryPLC.System.CANBusDrive/cWinchA/MotorTemp,PrimaryPLC.System.CANBusDrive/cWinchA/SlaveMod,PrimaryPLC.System.CANBusDrive/cWinchA/TargetSpeed,PrimaryPLC.System.CANBusDrive/cWinchA/Velocity,PrimaryPLC.System.CANBusDrive/cWinchAngleA/Position,PrimaryPLC.System.CANBusDrive/cWinchAngleA/SlaveMod,PrimaryPLC.System.CANBusDrive/cWinchAngleA/SlaveNotify,PrimaryPLC.System.CANBusSystem/cBMSA/Current,PrimaryPLC.System.CANBusSystem/cBMSA/SOC,PrimaryPLC.System.CANBusSystem/cBMSA/Voltage,PrimaryPLC.System.CANBusSystem/cBMSB/Current,PrimaryPLC.System.CANBusSystem/cBMSB/SOC,PrimaryPLC.System.CANBusSystem/cBMSB/SOH
2282937,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.700012,0.78,129.3,5.200012,0.76,1.0
2282946,10.0,0.5,,0.0,,,0.0,0.0,-0.975955,,0,4.799988,0.78,129.3,5.200012,0.76,1.0
2282955,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.799988,0.78,129.3,5.200012,0.76,1.0
2282956,,,36.0,,42.0,,,,,,,,,,,,
2282962,10.0,0.5,,0.0,,,0.0,0.0,-0.975864,,0,4.799988,0.78,129.3,5.200012,0.76,1.0
2282971,10.0,0.5,,0.0,,,0.0,0.0,-0.975937,,0,4.799988,0.78,129.3,5.299988,0.76,1.0
2282980,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.900024,0.78,129.3,5.299988,0.76,1.0
2282989,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.900024,0.78,129.3,5.299988,0.76,1.0
2282998,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.900024,0.78,129.3,5.299988,0.76,1.0
2283007,10.0,0.5,,0.0,,,0.0,0.0,-0.975937,,0,5.0,0.78,129.3,5.299988,0.76,1.0
2283016,10.0,0.5,,0.0,,,0.0,0.0,-0.975937,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283025,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283029,,,36.0,,42.0,,,,,,,,,,,,
2283032,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283041,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283050,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283059,10.0,0.5,,0.0,,,0.0,0.0,-0.975883,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283068,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,5.0,0.78,129.3,5.299988,0.76,1.0
2283077,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283086,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,5.0,0.78,129.3,5.299988,0.76,1.0
2283095,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,5.0,0.78,129.3,5.400024,0.76,1.0
2283102,,,36.0,,42.0,,,,,,,,,,,,
2283103,10.0,0.5,,0.0,,,0.0,0.0,-0.975955,,0,4.799988,0.78,129.3,5.299988,0.76,1.0
2283112,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,5.0,0.78,129.3,5.299988,0.76,1.0
2283121,10.0,0.5,,0.0,,,0.0,0.0,-0.975937,,0,4.900024,0.78,129.3,5.200012,0.76,1.0
2283130,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.900024,0.78,129.3,5.299988,0.76,1.0
2283139,10.0,0.5,,0.0,,,0.0,0.0,-0.975919,,0,4.799988,0.78,129.3,5.200012,0.76,1.0
2283148,10.0,0.5,,0.0,,,0.0,0.0,-0.975901,,0,4.799988,0.78,129.3,5.299988,0.76,1.0
