timestamp,PrimaryPLC.System.TMS/ClntReserv,PrimaryPLC.System.TMS/ClntReservoir,PrimaryPLC.System.TMS/ClntTemp,PrimaryPLC.System.TMS/ClntTempCold,PrimaryPLC.System.TMS/ClntTempHot
258611,0,1,21.8462,0,0
258620,0,1,21.8776,0,0
258629,0,1,21.8462,0,0
258638,0,1,21.8776,0,0
258647,0,1,21.8462,0,0
258656,0,1,21.8776,0,0
258665,0,1,21.8462,0,0
258674,0,1,21.8776,0,0
258683,0,1,21.8776,0,0
258692,0,1,21.8776,0,0
258701,0,1,21.8776,0,0
258710,0,1,21.8776,0,0
258719,0,1,21.8776,0,0
258728,0,1,21.8776,0,0
258737,0,1,21.8776,0,0
258746,0,1,21.8776,0,0
258755,0,1,21.8462,0,0
258764,0,1,21.8776,0,0
258773,0,1,21.8776,0,0
258782,0,1,21.9404,0,0
258791,0,1,21.8776,0,0
258800,0,1,22.0346,0,0
258809,0,1,21.9718,0,0
258818,0,1,22.066,0,0
258827,0,1,22.066,0,0
258836,0,1,22.1288,0,0
258845,0,1,22.1288,0,0
258854,0,1,22.1288,0,0
258863,0,1,22.066,0,0
258872,0,1,22.1288,0,0
258881,0,1,22.1288,0,0
258890,0,1,22.0974,0,0
258899,0,1,22.1288,0,0
258908,0,1,22.1288,0,0
258917,0,1,22.1288,0,0
258926,0,1,22.1288,0,0
258935,0,1,22.1602,0,0
258944,0,1,22.1602,0,0
258953,0,1,22.1602,0,0
258962,0,1,22.1602,0,0
258971,0,1,22.1602,0,0
258980,0,1,22.1602,0,0
258989,0,1,22.1602,0,0
258998,0,1,22.1288,0,0
259007,0,1,22.1288,0,0
259016,0,1,22.1602,0,0
259025,0,1,22.1602,0,0
259034,0,1,22.1602,0,0
259043,0,1,22.1602,0,0
259052,0,1,22.1602,0,0
259061,0,1,22.1602,0,0
259070,0,1,22.1288,0,0
259079,0,1,22.1288,0,0
259088,0,1,22.1602,0,0
259097,0,1,22.1602,0,0
259106,0,1,22.1602,0,0
259115,0,1,22.1916,0,0
259124,0,1,22.223,0,0
259133,0,1,22.1916,0,0
259142,0,1,22.1602,0,0
259151,0,1,22.1602,0,0
259160,0,1,22.223,0,0
259169,0,1,22.4114,0,0
259178,0,1,22.2858,0,0
259187,0,1,22.38,0,0
259196,0,1,22.4114,0,0
259205,0,1,22.4114,0,0
259214,0,1,22.4114,0,0
259223,0,1,22.4114,0,0
259232,0,1,22.4114,0,0
259241,0,1,22.4114,0,0
259250,0,1,22.4114,0,0
