timestamp,PrimaryPLC.System.TMS/ClntReserv,PrimaryPLC.System.TMS/ClntReservoir,PrimaryPLC.System.TMS/ClntTemp,PrimaryPLC.System.TMS/ClntTempCold,PrimaryPLC.System.TMS/ClntTempHot
265256,0,1,22.1288,0,0
265265,0,1,22.1288,0,0
265274,0,1,22.1288,0,0
265283,0,1,22.1288,0,0
265292,0,1,22.1288,0,0
265301,0,1,22.1602,0,0
265310,0,1,22.1602,0,0
265319,0,1,22.1602,0,0
265328,0,1,22.1602,0,0
265337,0,1,22.1288,0,0
265346,0,1,22.1288,0,0
265355,0,1,22.1602,0,0
265364,0,1,22.0974,0,0
265373,0,1,22.1602,0,0
265382,0,1,22.1602,0,0
265391,0,1,22.1602,0,0
265400,0,1,22.1602,0,0
265409,0,1,22.1288,0,0
265418,0,1,22.1602,0,0
265427,0,1,22.1916,0,0
265436,0,1,22.2544,0,0
265445,0,1,22.1916,0,0
265454,0,1,22.3172,0,0
265463,0,1,22.223,0,0
265472,0,1,22.38,0,0
265481,0,1,22.38,0,0
265490,0,1,22.3486,0,0
265499,0,1,22.3486,0,0
265508,0,1,22.38,0,0
265517,0,1,22.4114,0,0
265526,0,1,22.38,0,0
265535,0,1,22.3486,0,0
265544,0,1,22.4114,0,0
265553,0,1,22.4114,0,0
265562,0,1,22.4114,0,0
265571,0,1,22.4114,0,0
265580,0,1,22.4428,0,0
265589,0,1,22.4114,0,0
265598,0,1,22.4114,0,0
265607,0,1,22.4114,0,0
265616,0,1,22.4114,0,0
265625,0,1,22.4114,0,0
265634,0,1,22.4114,0,0
265643,0,1,22.4428,0,0
265652,0,1,22.4428,0,0
265661,0,1,22.4114,0,0
265670,0,1,22.4428,0,0
265679,0,1,22.4428,0,0
265688,0,1,22.4428,0,0
265697,0,1,22.4428,0,0
265706,0,1,22.4114,0,0
265715,0,1,22.4428,0,0
265724,0,1,22.4742,0,0
265733,0,1,22.4428,0,0
265742,0,1,22.4428,0,0
265751,0,1,22.4742,0,0
265760,0,1,22.4428,0,0
265769,0,1,22.4742,0,0
265778,0,1,22.4428,0,0
265787,0,1,22.4742,0,0
265796,0,1,22.4742,0,0
265805,0,1,22.537,0,0
265814,0,1,22.5684,0,0
265823,0,1,22.537,0,0
265832,0,1,22.5998,0,0
265841,0,1,22.7254,0,0
265850,0,1,22.6626,0,0
265859,0,1,22.7254,0,0
265868,0,1,22.694,0,0
265877,0,1,22.7254,0,0
265886,0,1,22.7254,0,0
265895,0,1,22.7254,0,0
265904,0,1,22.7254,0,0
265913,0,1,22.694,0,0
265922,0,1,22.7254,0,0
265931,0,1,22.7254,0,0
265940,0,1,22.7254,0,0
265949,0,1,22.7568,0,0
265958,0,1,22.7568,0,0
265967,0,1,22.7568,0,0
265976,0,1,22.7568,0,0
265985,0,1,22.694,0,0
265994,0,1,22.7254,0,0
266003,0,1,22.7568,0,0
266012,0,1,22.694,0,0
266021,0,1,22.7568,0,0
266030,0,1,22.7568,0,0
266039,0,1,22.7568,0,0
266048,0,1,22.7254,0,0
266057,0,1,22.7568,0,0
266066,0,1,22.7568,0,0
266075,0,1,22.694,0,0
266084,0,1,22.7568,0,0
266093,0,1,22.7568,0,0
266102,0,1,22.7568,0,0
266111,0,1,22.7568,0,0
266120,0,1,22.7568,0,0
266129,0,1,22.7568,0,0
266138,0,1,22.7568,0,0
266147,0,1,22.7882,0,0
266156,0,1,22.7568,0,0
266165,0,1,22.7568,0,0
266174,0,1,22.7882,0,0
266183,0,1,22.7568,0,0
266192,0,1,22.8824,0,0
266201,0,1,22.9138,0,0
266210,0,1,22.851,0,0
266219,0,1,22.9138,0,0
266228,0,1,22.9452,0,0
266237,0,1,22.7882,0,0
266246,0,1,23.008,0,0
266255,0,1,23.008,0,0
266264,0,1,23.0394,0,0
266273,0,1,23.008,0,0
266282,0,1,23.008,0,0
266291,0,1,23.008,0,0
266300,0,1,22.9766,0,0
266309,0,1,23.0394,0,0
266318,0,1,23.008,0,0
266327,0,1,23.008,0,0
266336,0,1,22.9766,0,0
266345,0,1,23.008,0,0
266354,0,1,23.008,0,0
266363,0,1,22.9766,0,0
266372,0,1,23.008,0,0
266381,0,1,23.0394,0,0
266390,0,1,22.9766,0,0
266399,0,1,23.008,0,0
266408,0,1,23.0394,0,0
266417,0,1,23.008,0,0
266426,0,1,23.0394,0,0
266435,0,1,23.008,0,0
266444,0,1,23.0394,0,0
266453,0,1,22.9766,0,0
266462,0,1,23.008,0,0
266471,0,1,23.008,0,0
266480,0,1,23.0394,0,0
266489,0,1,23.0394,0,0
266498,0,1,23.0394,0,0
266507,0,1,23.0708,0,0
266516,0,1,23.0394,0,0
266525,0,1,23.0394,0,0
266534,0,1,23.0394,0,0
266543,0,1,23.0394,0,0
266552,0,1,23.1022,0,0
266561,0,1,23.0394,0,0
266570,0,1,23.0708,0,0
266579,0,1,23.165,0,0
266588,0,1,23.0708,0,0
266597,0,1,23.0394,0,0
266606,0,1,23.2906,0,0
266615,0,1,23.2592,0,0
266624,0,1,23.2592,0,0
266633,0,1,23.2906,0,0
266642,0,1,23.322,0,0
266651,0,1,23.2906,0,0
266660,0,1,23.3534,0,0
266669,0,1,23.322,0,0
266678,0,1,23.2906,0,0
266687,0,1,23.322,0,0
266696,0,1,23.2906,0,0
266705,0,1,23.3534,0,0
266714,0,1,23.322,0,0
266723,0,1,23.322,0,0
266732,0,1,23.2906,0,0
266741,0,1,23.3534,0,0
266750,0,1,23.322,0,0
266759,0,1,23.322,0,0
266768,0,1,23.3534,0,0
266777,0,1,23.3534,0,0
266786,0,1,23.322,0,0
266795,0,1,23.322,0,0
266804,0,1,23.322,0,0
266813,0,1,23.322,0,0
266822,0,1,23.3534,0,0
266831,0,1,23.322,0,0
266840,0,1,23.322,0,0
266849,0,1,23.3534,0,0
266858,0,1,23.3534,0,0
266867,0,1,23.3534,0,0
266876,0,1,23.3534,0,0
266885,0,1,23.3534,0,0
266894,0,1,23.322,0,0
266903,0,1,23.3534,0,0
266912,0,1,23.3534,0,0
266921,0,1,23.3534,0,0
266930,0,1,23.3534,0,0
266939,0,1,23.3534,0,0
266948,0,1,23.322,0,0
266957,0,1,23.3534,0,0
266966,0,1,23.3534,0,0
266975,0,1,23.3534,0,0
266984,0,1,23.322,0,0
266993,0,1,23.3534,0,0
267002,0,1,23.3534,0,0
267011,0,1,23.3534,0,0
267020,0,1,23.322,0,0
267029,0,1,23.3534,0,0
267038,0,1,23.3848,0,0
267047,0,1,23.3534,0,0
267056,0,1,23.3534,0,0
267065,0,1,23.3534,0,0
267074,0,1,23.3534,0,0
267083,0,1,23.3534,0,0
267092,0,1,23.4476,0,0
267101,0,1,23.3534,0,0
267110,0,1,23.3534,0,0
267119,0,1,23.4476,0,0
267128,0,1,23.4476,0,0
267137,0,1,23.479,0,0
267146,0,1,23.3848,0,0
267155,0,1,23.322,0,0
267164,0,1,23.6046,0,0
267173,0,1,23.5104,0,0
267182,0,1,23.479,0,0
267191,0,1,23.5104,0,0
267200,0,1,23.5732,0,0
267209,0,1,23.6046,0,0
267218,0,1,23.5732,0,0
267227,0,1,23.5104,0,0
267236,0,1,23.6046,0,0
267245,0,1,23.6046,0,0
267254,0,1,23.5732,0,0
267263,0,1,23.6046,0,0
267272,0,1,23.6046,0,0
267281,0,1,23.6046,0,0
267290,0,1,23.6046,0,0
267299,0,1,23.5732,0,0
267308,0,1,23.636,0,0
267317,0,1,23.5732,0,0
267326,0,1,23.6046,0,0
267335,0,1,23.6046,0,0
267344,0,1,23.5732,0,0
267353,0,1,23.6046,0,0
267362,0,1,23.636,0,0
267371,0,1,23.6046,0,0
267380,0,1,23.6046,0,0
267389,0,1,23.6046,0,0
267398,0,1,23.636,0,0
267407,0,1,23.6046,0,0
267416,0,1,23.5732,0,0
267425,0,1,23.636,0,0
267434,0,1,23.636,0,0
267443,0,1,23.6046,0,0
267452,0,1,23.6046,0,0
267461,0,1,23.6046,0,0
267470,0,1,23.636,0,0
267479,0,1,23.636,0,0
267488,0,1,23.6046,0,0
267497,0,1,23.636,0,0
267506,0,1,23.636,0,0
267515,0,1,23.636,0,0
267524,0,1,23.636,0,0
267533,0,1,23.636,0,0
267542,0,1,23.6046,0,0
267551,0,1,23.6674,0,0
267560,0,1,23.636,0,0
267569,0,1,23.636,0,0
267578,0,1,23.6988,0,0
267587,0,1,23.636,0,0
267596,0,1,23.7302,0,0
267605,0,1,23.793,0,0
267614,0,1,23.8244,0,0
267623,0,1,23.7302,0,0
267632,0,1,23.8558,0,0
267641,0,1,23.8872,0,0
267650,0,1,23.8244,0,0
267659,0,1,23.8244,0,0
267668,0,1,23.8244,0,0
267677,0,1,23.8872,0,0
267686,0,1,23.9186,0,0
267695,0,1,23.8558,0,0
267704,0,1,23.8244,0,0
267713,0,1,23.8872,0,0
267722,0,1,23.8872,0,0
267731,0,1,23.8872,0,0
267740,0,1,23.9186,0,0
267749,0,1,23.8872,0,0
267758,0,1,23.9186,0,0
267767,0,1,23.9186,0,0
267776,0,1,23.8872,0,0
267785,0,1,23.8872,0,0
267794,0,1,23.9186,0,0
267803,0,1,23.9186,0,0
267812,0,1,23.8872,0,0
267821,0,1,23.9186,0,0
267830,0,1,23.9186,0,0
267839,0,1,23.9186,0,0
267848,0,1,23.9186,0,0
267857,0,1,23.8872,0,0
267866,0,1,23.9186,0,0
267875,0,1,23.8872,0,0
267884,0,1,23.8872,0,0
267893,0,1,23.9186,0,0
267902,0,1,23.8872,0,0
267911,0,1,23.9186,0,0
267920,0,1,23.8558,0,0
267929,0,1,23.9186,0,0
267938,0,1,23.9186,0,0
267947,0,1,23.9186,0,0
267956,0,1,23.9186,0,0
267965,0,1,23.9186,0,0
267974,0,1,23.8872,0,0
267983,0,1,23.9186,0,0
267992,0,1,23.9186,0,0
268001,0,1,23.9186,0,0
268010,0,1,23.8872,0,0
268019,0,1,23.9186,0,0
268028,0,1,23.9186,0,0
268037,0,1,23.9186,0,0
268046,0,1,23.9186,0,0
268055,0,1,23.9186,0,0
268064,0,1,23.9186,0,0
268073,0,1,23.9186,0,0
268082,0,1,23.9186,0,0
268091,0,1,23.9186,0,0
268100,0,1,23.9186,0,0
268109,0,1,23.9186,0,0
268118,0,1,23.95,0,0
268127,0,1,23.9186,0,0
268136,0,1,23.95,0,1
268145,0,1,24.0756,0,1
268153,0,1,24.0756,0,1
268160,0,1,23.9186,0,1
268169,0,1,23.9186,0,1
268178,0,1,23.9186,0,1
268187,0,1,23.9186,0,1
268196,0,1,23.9186,0,1
268205,0,1,24.107,0,1
268214,0,1,24.0442,0,1
268223,0,1,24.1698,0,1
268232,0,1,24.0128,0,1
268241,0,1,24.1384,0,1
268250,0,1,24.2012,0,1
268259,0,1,24.1698,0,1
268268,0,1,24.2012,0,1
268277,0,1,24.1384,0,1
268286,0,1,24.1698,0,1
268295,0,1,24.0756,0,1
268304,0,1,24.2012,0,1
268313,0,1,24.2012,0,1
268322,0,1,24.2012,0,1
268331,0,1,24.2012,0,1
268340,0,1,24.2012,0,1
268349,0,1,24.2012,0,1
268358,0,1,24.2326,0,1
268367,0,1,24.2012,0,1
268376,0,1,24.2012,0,1
268385,0,1,24.2012,0,1
268394,0,1,24.2326,0,1
268403,0,1,24.2326,0,1
268412,0,1,24.2012,0,1
268421,0,1,24.2012,0,1
268430,0,1,24.2012,0,1
268439,0,1,24.2012,0,1
268448,0,1,24.2012,0,1
268457,0,1,24.2012,0,1
268466,0,1,24.2012,0,1
268475,0,1,24.2012,0,1
268484,0,1,24.2326,0,1
268493,0,1,24.2012,0,1
268502,0,1,24.2326,0,1
268511,0,1,24.2012,0,1
268520,0,1,24.1698,0,1
268529,0,1,24.2012,0,1
268538,0,1,24.107,0,1
268547,0,1,24.0756,0,1
268556,0,1,23.9186,0,1
268565,0,1,23.95,0,1
268574,0,1,23.9186,0,1
268583,0,1,23.8872,0,1
268592,0,1,23.8872,0,1
268601,0,1,23.8558,0,1
268610,0,1,23.7616,0,1
268619,0,1,23.636,0,1
268628,0,1,23.6046,0,1
268637,0,1,23.6046,0,1
268646,0,1,23.4476,0,1
268655,0,1,23.5104,0,1
268664,0,1,23.3534,0,1
268673,0,1,23.3534,0,1
268682,0,1,23.322,0,1
268691,0,1,23.3534,0,1
268700,0,1,23.322,0,1
268709,0,1,23.1964,0,1
268718,0,1,23.0394,0,1
268727,0,1,23.008,0,1
268736,0,1,22.9766,0,1
268745,0,1,23.008,0,1
268754,0,1,22.7568,0,1
268763,0,1,22.7254,0,1
268772,0,1,22.7254,0,1
268781,0,1,22.7254,0,1
268790,0,1,22.537,0,1
268799,0,1,22.4428,0,1
268808,0,1,22.4428,0,1
268817,0,1,22.4114,0,1
268826,0,1,22.3486,0,1
268835,0,1,22.3486,0,1
268844,0,1,22.1602,0,1
268853,0,1,22.1602,0,1
268862,0,1,22.1602,0,1
268871,0,1,22.1602,0,1
268880,0,1,21.909,0,1
268889,0,1,21.8462,0,1
268898,0,1,21.8776,0,1
268907,0,1,21.8776,0,1
268916,0,1,21.8776,0,1
268925,0,1,21.7206,0,1
268934,0,1,21.5636,0,1
268943,0,1,21.5322,0,1
268952,0,1,21.5322,0,1
268961,0,1,21.3752,0,1
268970,0,1,21.5636,0,1
268979,0,1,21.281,0,1
268988,0,1,21.2496,0,1
268997,0,1,21.2496,0,1
269006,0,1,21.2182,0,1
269015,0,1,21.0298,0,1
269024,0,1,20.967,0,1
269033,0,1,20.9356,0,1
269042,0,1,20.9356,0,1
269051,0,1,20.9042,0,1
269060,0,1,20.8728,0,1
269069,0,1,20.7158,0,1
269078,0,1,20.653,0,1
269087,0,1,20.653,0,1
269096,0,1,20.6844,0,1
269105,0,1,20.653,0,1
269114,0,1,20.653,0,1
269123,0,1,20.4332,0,1
269132,0,1,20.4018,0,1
269141,0,1,20.3704,0,1
269150,0,1,20.4018,0,1
269159,0,1,20.3704,0,1
269168,0,1,20.4018,0,1
269177,0,1,20.339,0,1
269186,0,1,20.2762,0,1
269195,0,1,20.1506,0,1
269204,0,1,20.0564,0,1
269213,0,1,20.0878,0,1
269222,0,1,20.0878,0,1
269231,0,1,20.0878,0,1
269240,0,1,20.0564,0,1
269249,0,1,20.0564,0,1
269258,0,1,20.0564,0,0
269267,0,1,20.0564,0,0
269276,0,1,20.025,0,0
269285,0,1,19.868,0,0
269294,0,1,19.8366,0,0
269303,0,1,19.8052,0,0
269312,0,1,19.8052,0,0
269321,0,1,19.8052,0,0
269330,0,1,19.7738,0,0
269339,0,1,19.7738,0,0
269348,0,1,19.7738,0,0
269357,0,1,19.8052,0,0
269366,0,1,19.8052,0,0
269375,0,1,19.8052,0,0
269384,0,1,19.8052,0,0
269393,0,1,19.7738,0,0
269402,0,1,19.7738,0,0
269411,0,1,19.7424,0,0
269420,0,1,19.7738,0,0
269429,0,1,19.7738,0,0
269438,0,1,19.7738,0,0
269447,0,1,19.7738,0,0
269456,0,1,19.7738,0,0
269465,0,1,19.7738,0,0
269474,0,1,19.7424,0,0
269483,0,1,19.7738,0,0
269492,0,1,19.7424,0,0
269501,0,1,19.711,0,0
269510,0,1,19.554,0,0
269519,0,1,19.4912,0,0
269528,0,1,19.7738,0,0
269537,0,1,19.4912,0,0
269546,0,1,19.4598,0,0
269555,0,1,19.4912,0,0
269564,0,1,19.554,0,0
269573,0,1,19.5854,0,0
269582,0,1,19.4912,0,0
269591,0,1,19.4912,0,0
269600,0,1,19.4912,0,0
269609,0,1,19.4912,0,0
269618,0,1,19.6482,0,0
269627,0,1,19.5226,0,0
269636,0,1,19.711,0,0
269645,0,1,19.711,0,0
269654,0,1,19.7738,0,0
269663,0,1,19.7738,0,0
269672,0,1,19.711,0,0
269681,0,1,19.8052,0,0
269690,0,1,19.7738,0,0
269699,0,1,19.7738,0,0
269708,0,1,19.7738,0,0
269717,0,1,19.7738,0,0
269726,0,1,19.8052,0,0
269735,0,1,19.7738,0,0
269744,0,1,19.7424,0,0
269753,0,1,19.8052,0,0
269762,0,1,19.8052,0,0
269771,0,1,19.7738,0,0
269780,0,1,19.7738,0,0
269789,0,1,19.8052,0,0
269798,0,1,19.7738,0,0
269807,0,1,19.8052,0,0
269816,0,1,19.8052,0,0
269825,0,1,19.8366,0,0
269834,0,1,19.8052,0,0
269843,0,1,19.8366,0,0
269852,0,1,19.8994,0,0
269861,0,1,19.868,0,0
269870,0,1,19.9936,0,0
269879,0,1,19.9936,0,0
269888,0,1,20.0564,0,0
269897,0,1,20.0564,0,0
269906,0,1,20.0564,0,0
269915,0,1,20.0564,0,0
269924,0,1,20.025,0,0
269933,0,1,20.025,0,0
269942,0,1,20.0878,0,0
269951,0,1,20.0564,0,0
269960,0,1,20.0878,0,0
269969,0,1,20.0878,0,0
269978,0,1,20.0878,0,0
269987,0,1,20.0878,0,0
269996,0,1,20.0878,0,0
270005,0,1,20.0878,0,0
270014,0,1,20.0878,0,0
270023,0,1,20.0878,0,0
270032,0,1,20.0878,0,0
270041,0,1,20.1192,0,0
270050,0,1,20.0878,0,0
270059,0,1,20.0878,0,0
270068,0,1,20.1506,0,0
270077,0,1,20.3704,0,0
270086,0,1,20.339,0,0
270095,0,1,20.2448,0,0
270104,0,1,20.3704,0,0
270113,0,1,20.3704,0,0
270122,0,1,20.3704,0,0
270131,0,1,20.3704,0,0
270140,0,1,20.3704,0,0
270149,0,1,20.4018,0,0
270158,0,1,20.3704,0,0
270167,0,1,20.4018,0,0
270176,0,1,20.4018,0,0
270185,0,1,20.4018,0,0
270194,0,1,20.4018,0,0
270203,0,1,20.4018,0,0
270212,0,1,20.4018,0,0
270221,0,1,20.4018,0,0
270230,0,1,20.4018,0,0
270239,0,1,20.4332,0,0
270248,0,1,20.4018,0,0
270257,0,1,20.4332,0,0
270266,0,1,20.4018,0,0
270275,0,1,20.4332,0,0
270284,0,1,20.653,0,0
270293,0,1,20.4332,0,0
270302,0,1,20.5274,0,0
270311,0,1,20.6216,0,0
270320,0,1,20.653,0,0
270329,0,1,20.653,0,0
270338,0,1,20.6216,0,0
270347,0,1,20.653,0,0
270356,0,1,20.6844,0,0
270365,0,1,20.653,0,0
270374,0,1,20.6844,0,0
270383,0,1,20.653,0,0
270392,0,1,20.6844,0,0
270401,0,1,20.653,0,0
270410,0,1,20.6844,0,0
270419,0,1,20.6844,0,0
270428,0,1,20.653,0,0
270437,0,1,20.7158,0,0
270446,0,1,20.6844,0,0
270455,0,1,20.7158,0,0
270464,0,1,20.6844,0,0
270473,0,1,20.6844,0,0
270482,0,1,20.6844,0,0
270491,0,1,20.6844,0,0
270500,0,1,20.7158,0,0
270509,0,1,20.6844,0,0
270518,0,1,20.7158,0,0
270527,0,1,20.8728,0,0
270536,0,1,20.81,0,0
270545,0,1,20.9356,0,0
270554,0,1,20.9042,0,0
270563,0,1,20.967,0,0
270572,0,1,20.9356,0,0
270581,0,1,20.9042,0,0
270590,0,1,20.9356,0,0
270599,0,1,20.967,0,0
270608,0,1,20.9356,0,0
270617,0,1,20.9356,0,0
270626,0,1,20.9356,0,0
270635,0,1,20.9356,0,0
270644,0,1,20.967,0,0
270653,0,1,20.967,0,0
270662,0,1,20.967,0,0
270671,0,1,20.967,0,0
270680,0,1,20.967,0,0
270689,0,1,20.967,0,0
270698,0,1,20.9042,0,0
270707,0,1,20.967,0,0
270716,0,1,20.967,0,0
270725,0,1,20.967,0,0
270734,0,1,20.967,0,0
270743,0,1,20.9356,0,0
270752,0,1,20.9984,0,0
270761,0,1,20.967,0,0
270770,0,1,20.967,0,0
270779,0,1,21.0298,0,0
270788,0,1,21.2496,0,0
270797,0,1,21.0926,0,0
270806,0,1,21.281,0,0
270815,0,1,21.1868,0,0
270824,0,1,21.2496,0,0
270833,0,1,21.2496,0,0
270842,0,1,21.281,0,0
270851,0,1,21.2496,0,0
270860,0,1,21.2496,0,0
270869,0,1,21.2496,0,0
270878,0,1,21.281,0,0
270887,0,1,21.281,0,0
270896,0,1,21.281,0,0
270905,0,1,21.2496,0,0
270914,0,1,21.281,0,0
