timestamp,PrimaryPLC.System.BMSAB/CurrentMismatch,PrimaryPLC.System.BMSAB/VoltageMismatch,PrimaryPLC.System.CANBusDrive/cWinchA/CntrlTemp,PrimaryPLC.System.CANBusDrive/cWinchA/Current,PrimaryPLC.System.CANBusDrive/cWinchA/MotorTemp,PrimaryPLC.System.CANBusDrive/cWinchA/TargetSpeed,PrimaryPLC.System.CANBusDrive/cWinchA/Velocity,PrimaryPLC.System.CANBusDrive/cWinchAngleA/Position,PrimaryPLC.System.CANBusDrive/cWinchAngleA/SlaveNotify,PrimaryPLC.System.CANBusSystem/cBMSA/Current,PrimaryPLC.System.CANBusSystem/cBMSA/SOC,PrimaryPLC.System.CANBusSystem/cBMSA/Voltage,PrimaryPLC.System.CANBusSystem/cBMSB/Current,PrimaryPLC.System.CANBusSystem/cBMSB/SOC,PrimaryPLC.System.CANBusSystem/cBMSB/SOH
83436,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83436,,,41.0,,45.0,,,,,,,,,,
83441,10.0,0.5,,0.0,,0.0,-0.133333,-0.992052,0,1.200012,0.692,128.1,1.200012,0.66,1.0
83446,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83452,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83457,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83462,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83468,10.0,0.5,,0.0,,0.0,0.0666667,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83472,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83477,10.0,0.5,,0.0,,0.0,-0.166667,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83480,,,42.0,,45.0,,,,,,,,,,
83482,10.0,0.5,,0.0,,0.0,0.0666667,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83487,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83492,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83496,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83502,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83508,10.0,0.5,,0.0,,0.0,0.0666667,-0.992034,0,1.200012,0.692,128.1,1.200012,0.66,1.0
83513,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83519,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83523,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83523,,,41.0,,45.0,,,,,,,,,,
83529,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83534,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83538,10.0,0.5,,0.0,,0.0,0.0666667,-0.992125,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83545,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83548,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83554,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83559,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83564,10.0,0.5,,0.0,,0.0,-0.0666667,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83567,,,41.0,,45.0,,,,,,,,,,
83569,10.0,0.5,,0.0,,0.0,-0.0333333,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83574,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83578,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83585,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83589,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83596,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83601,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83606,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83612,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83612,,,41.0,,45.0,,,,,,,,,,
83617,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83623,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83626,10.0,0.5,,0.0,,0.0,0.133333,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83631,10.0,0.5,,0.0,,0.0,0.0333333,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83635,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83642,10.0,0.5,,0.0,,0.0,0.0333333,-0.991997,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83645,10.0,0.5,,0.0,,0.0,0.0333333,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83650,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83652,,,41.0,,45.0,,,,,,,,,,
83653,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83657,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83664,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
83669,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
