timestamp,PrimaryPLC.System.BMSAB/CurrentMismatch,PrimaryPLC.System.BMSAB/VoltageMismatch,PrimaryPLC.System.CANBusDrive/cWinchA/CntrlTemp,PrimaryPLC.System.CANBusDrive/cWinchA/Current,PrimaryPLC.System.CANBusDrive/cWinchA/MotorTemp,PrimaryPLC.System.CANBusDrive/cWinchA/TargetSpeed,PrimaryPLC.System.CANBusDrive/cWinchA/Velocity,PrimaryPLC.System.CANBusDrive/cWinchAngleA/Position,PrimaryPLC.System.CANBusDrive/cWinchAngleA/SlaveNotify,PrimaryPLC.System.CANBusSystem/cBMSA/Current,PrimaryPLC.System.CANBusSystem/cBMSA/SOC,PrimaryPLC.System.CANBusSystem/cBMSA/Voltage,PrimaryPLC.System.CANBusSystem/cBMSB/Current,PrimaryPLC.System.CANBusSystem/cBMSB/SOC,PrimaryPLC.System.CANBusSystem/cBMSB/SOH
128576,10.0,0.5,,0.0,,0.0,-0.0333333,-0.992034,0,4.299988,0.692,128.0,4.299988,0.66,1.0
128582,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,4.200012,0.692,128.0,4.299988,0.66,1.0
128587,10.0,0.5,,0.0,,0.0,0.0,-0.992106,0,4.100037,0.692,128.0,4.200012,0.66,1.0
128593,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,4.100037,0.692,128.0,4.299988,0.66,1.0
128599,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,4.100037,0.692,128.0,4.200012,0.66,1.0
128604,10.0,0.5,,0.0,,0.0,-0.0333333,-0.992052,0,4.100037,0.692,128.1,4.200012,0.66,1.0
128610,10.0,0.5,,0.0,,0.0,-0.2,-0.99207,0,4.100037,0.692,128.0,4.200012,0.66,1.0
128610,,,39.0,,44.0,,,,,,,,,,
128615,10.0,0.5,,0.0,,0.0,0.0333333,-0.99207,0,4.100037,0.692,128.0,4.100037,0.66,1.0
128622,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,4.100037,0.692,128.1,4.200012,0.66,1.0
128627,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,4.100037,0.692,128.0,4.200012,0.66,1.0
128632,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,4.0,0.692,128.1,4.100037,0.66,1.0
128637,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,4.100037,0.692,128.1,4.200012,0.66,1.0
128644,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128649,10.0,0.5,,0.0,,0.0,0.1,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128655,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128657,,,39.0,,44.0,,,,,,,,,,
128658,10.0,0.5,,0.0,,0.0,0.0,-0.992143,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128665,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128670,10.0,0.5,,0.0,,0.0,0.0333333,-0.992088,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128676,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128681,10.0,0.5,,0.0,,0.0,-0.0666667,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128687,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128693,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128698,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128704,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128704,,,39.0,,44.0,,,,,,,,,,
128710,10.0,0.5,,0.0,,0.0,-0.0333333,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128714,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128721,10.0,0.5,,0.0,,0.0,0.1,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128726,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128731,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128735,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128742,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128747,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128749,,,39.0,,44.0,,,,,,,,,,
128752,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128757,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128763,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128767,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128774,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128779,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128784,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128789,10.0,0.5,,0.0,,0.0,0.1,-0.99207,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128794,,,39.0,,44.0,,,,,,,,,,
128795,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128801,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
128806,10.0,0.5,,0.0,,0.0,-0.0666667,-0.992052,0,1.600037,0.692,128.1,1.600037,0.66,1.0
