timestamp,PrimaryPLC.System.BMSAB/CurrentMismatch,PrimaryPLC.System.BMSAB/VoltageMismatch,PrimaryPLC.System.CANBusDrive/cWinchA/CntrlTemp,PrimaryPLC.System.CANBusDrive/cWinchA/Current,PrimaryPLC.System.CANBusDrive/cWinchA/MotorTemp,PrimaryPLC.System.CANBusDrive/cWinchA/TargetSpeed,PrimaryPLC.System.CANBusDrive/cWinchA/Velocity,PrimaryPLC.System.CANBusDrive/cWinchAngleA/Position,PrimaryPLC.System.CANBusDrive/cWinchAngleA/SlaveNotify,PrimaryPLC.System.CANBusSystem/cBMSA/Current,PrimaryPLC.System.CANBusSystem/cBMSA/SOC,PrimaryPLC.System.CANBusSystem/cBMSA/Voltage,PrimaryPLC.System.CANBusSystem/cBMSB/Current,PrimaryPLC.System.CANBusSystem/cBMSB/SOC,PrimaryPLC.System.CANBusSystem/cBMSB/SOH
87820,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87820,,,41.0,,45.0,,,,,,,,,,
87826,10.0,0.5,,0.0,,0.0,0.0,-0.992106,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87831,10.0,0.5,,0.0,,0.0,0.0,-0.992015,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87836,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87840,10.0,0.5,,0.0,,0.0,0.0333333,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87846,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87852,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87858,10.0,0.5,,0.0,,0.0,0.166667,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87863,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87863,,,41.0,,45.0,,,,,,,,,,
87868,10.0,0.5,,0.0,,0.0,0.0333333,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87874,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87878,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87885,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87890,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87896,10.0,0.5,,0.0,,0.0,-0.0666667,-0.992106,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87901,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87906,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87906,,,41.0,,45.0,,,,,,,,,,
87912,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87917,10.0,0.5,,0.0,,0.0,0.0333333,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87921,10.0,0.5,,0.0,,0.0,0.0333333,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87928,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87933,10.0,0.5,,0.0,,0.0,0.0,-0.992034,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87938,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87942,10.0,0.5,,0.0,,0.0,0.0333333,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87949,10.0,0.5,,0.0,,0.0,0.1,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87949,,,41.0,,45.0,,,,,,,,,,
87953,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87959,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87964,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87970,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87974,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87981,10.0,0.5,,0.0,,0.0,0.0,-0.992088,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87986,10.0,0.5,,0.0,,0.0,0.1,-0.992052,0,1.200012,0.692,128.1,1.200012,0.66,1.0
87991,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
87993,,,41.0,,45.0,,,,,,,,,,
87995,10.0,0.5,,0.0,,0.0,-0.0666667,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
88000,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
88004,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
88010,10.0,0.5,,0.0,,0.0,0.0,-0.992052,0,1.200012,0.692,128.1,1.299988,0.66,1.0
88016,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
88021,10.0,0.5,,0.0,,0.0,0.0,-0.99207,0,1.200012,0.692,128.1,1.299988,0.66,1.0
